Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter
1664200691.2751112,146,1664212151,0,GPS1_Frame,42.31432342529297,-71.10482025146484,51.70000076293945,326540.71875,4686821.5,19,T
1664200692.2761228,147,1664212152,0,GPS1_Frame,42.31432342529297,-71.10482025146484,51.70000076293945,326540.71875,4686821.5,19,T
1664200693.2767353,148,1664212153,0,GPS1_Frame,42.31432342529297,-71.10482025146484,51.70000076293945,326540.71875,4686821.5,19,T
1664200694.2756774,149,1664212154,0,GPS1_Frame,42.31432342529297,-71.10482025146484,51.70000076293945,326540.71875,4686821.5,19,T
1664200695.275661,150,1664212155,0,GPS1_Frame,42.31432342529297,-71.10482025146484,51.70000076293945,326540.71875,4686821.5,19,T
1664200696.2749732,151,1664212156,0,GPS1_Frame,42.31432342529297,-71.10482025146484,50.70000076293945,326540.59375,4686821.5,19,T
1664200697.2748156,152,1664212157,0,GPS1_Frame,42.314327239990234,-71.10482025146484,49.79999923706055,326540.46875,4686822.0,19,T
1664200698.2759776,153,1664212158,0,GPS1_Frame,42.314327239990234,-71.10482025146484,49.79999923706055,326540.46875,4686822.0,19,T
1664200699.2755194,154,1664212159,0,GPS1_Frame,42.314327239990234,-71.10482025146484,49.79999923706055,326540.46875,4686822.0,19,T
1664200700.2758539,155,1664212160,0,GPS1_Frame,42.314327239990234,-71.10482025146484,49.79999923706055,326540.46875,4686822.0,19,T
1664200701.27619,156,1664212161,0,GPS1_Frame,42.314327239990234,-71.10482025146484,49.79999923706055,326540.46875,4686822.0,19,T
1664200702.2760482,157,1664212162,0,GPS1_Frame,42.314327239990234,-71.10482025146484,49.79999923706055,326540.46875,4686822.0,19,T
1664200703.275162,158,1664212163,0,GPS1_Frame,42.314327239990234,-71.10482025146484,49.79999923706055,326540.46875,4686822.0,19,T
1664200704.276376,159,1664212164,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.79999923706055,326540.4375,4686821.5,19,T
1664200705.2765546,160,1664212165,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.79999923706055,326540.4375,4686821.5,19,T
1664200706.2756882,161,1664212166,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.4375,4686821.5,19,T
1664200707.273723,162,1664212167,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.4375,4686821.5,19,T
1664200708.2754424,163,1664212168,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.4375,4686821.5,19,T
1664200709.2749846,164,1664212169,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.4375,4686821.5,19,T
1664200710.2758987,165,1664212170,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.4375,4686821.5,19,T
1664200711.2752295,166,1664212171,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.4375,4686821.5,19,T
1664200712.2758489,167,1664212172,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.70000076293945,326540.59375,4686821.5,19,T
1664200713.2763207,168,1664212173,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.70000076293945,326540.59375,4686821.5,19,T
1664200714.275902,169,1664212174,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.70000076293945,326540.59375,4686821.5,19,T
1664200715.2749429,170,1664212175,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.70000076293945,326540.59375,4686821.5,19,T
1664200716.2779095,171,1664212176,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.70000076293945,326540.59375,4686821.5,19,T
1664200717.2750597,172,1664212177,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.70000076293945,326540.59375,4686821.5,19,T
1664200718.2735245,173,1664212178,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.70000076293945,326540.59375,4686821.5,19,T
1664200719.2741423,174,1664212179,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.70000076293945,326540.59375,4686821.5,19,T
1664200720.274255,175,1664212180,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.5,326540.59375,4686821.5,19,T
1664200721.2763345,176,1664212181,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.5,326540.59375,4686821.5,19,T
1664200722.2745697,177,1664212182,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.5,326540.59375,4686821.5,19,T
1664200723.2743917,178,1664212183,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.79999923706055,326540.71875,4686821.5,19,T
1664200724.2741735,179,1664212184,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.79999923706055,326540.71875,4686821.5,19,T
1664200725.2740717,180,1664212185,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.79999923706055,326540.71875,4686821.5,19,T
1664200726.2741628,181,1664212186,0,GPS1_Frame,42.31432342529297,-71.10482025146484,50.0,326540.71875,4686821.5,19,T
1664200727.274451,182,1664212187,0,GPS1_Frame,42.31432342529297,-71.10482025146484,50.0,326540.71875,4686821.5,19,T
1664200728.2752693,183,1664212188,0,GPS1_Frame,42.31432342529297,-71.10482025146484,50.0,326540.71875,4686821.5,19,T
1664200729.2751396,184,1664212189,0,GPS1_Frame,42.31432342529297,-71.10482025146484,50.0,326540.71875,4686821.5,19,T
1664200730.2749188,185,1664212190,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.71875,4686821.5,19,T
1664200731.275187,186,1664212191,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.71875,4686821.5,19,T
