Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter,Quality
1665533270.1016676,472,1665461270,0,GPS1_Frame,42.33721160888672,-71.0867919921875,16.100000381469727,328088.875,4689326.5,19,T,5
1665533271.0959122,473,1665461271,0,GPS1_Frame,42.33721160888672,-71.0867919921875,16.100000381469727,328088.5625,4689326.5,19,T,5
1665533272.101334,474,1665461272,0,GPS1_Frame,42.33720779418945,-71.08679962158203,16.0,328088.28125,4689326.0,19,T,5
1665533273.1059897,475,1665461273,0,GPS1_Frame,42.33720397949219,-71.08679962158203,16.100000381469727,328087.96875,4689326.0,19,T,5
1665533274.1013737,476,1665461274,0,GPS1_Frame,42.33720397949219,-71.08680725097656,16.200000762939453,328087.6875,4689325.5,19,T,5
1665533275.1066527,477,1665461275,0,GPS1_Frame,42.33720016479492,-71.08680725097656,16.299999237060547,328087.4375,4689325.0,19,T,5
1665533276.1036131,478,1665461276,0,GPS1_Frame,42.337196350097656,-71.0868148803711,16.299999237060547,328087.09375,4689325.0,19,T,5
1665533277.0940163,479,1665461277,0,GPS1_Frame,42.337196350097656,-71.0868148803711,16.100000381469727,328086.75,4689325.0,19,T,5
1665533278.0971167,480,1665461278,0,GPS1_Frame,42.337196350097656,-71.0868148803711,16.0,328086.46875,4689324.5,19,T,5
1665533279.1170225,481,1665461279,0,GPS1_Frame,42.33719253540039,-71.08682250976562,15.899999618530273,328086.1875,4689324.5,19,T,5
1665533280.1066968,482,1665461280,0,GPS1_Frame,42.33719253540039,-71.08682250976562,16.0,328086.0,4689324.5,19,T,5
1665533281.1028752,483,1665461281,0,GPS1_Frame,42.337188720703125,-71.08683013916016,15.899999618530273,328085.75,4689324.0,19,T,5
1665533282.1016245,484,1665461282,0,GPS1_Frame,42.33718490600586,-71.08683013916016,15.899999618530273,328085.5,4689323.5,19,T,5
1665533283.1044002,485,1665461283,0,GPS1_Frame,42.337181091308594,-71.08683013916016,15.800000190734863,328085.25,4689323.5,19,T,5
1665533284.11296,486,1665461284,0,GPS1_Frame,42.337181091308594,-71.08683776855469,15.699999809265137,328084.90625,4689323.0,19,T,5
1665533285.1119206,487,1665461285,0,GPS1_Frame,42.33717727661133,-71.08683776855469,15.800000190734863,328084.65625,4689323.0,19,T,5
1665533286.1002758,488,1665461286,0,GPS1_Frame,42.33717727661133,-71.08684539794922,15.800000190734863,328084.34375,4689322.5,19,T,5
1665533287.0995815,489,1665461287,0,GPS1_Frame,42.33717727661133,-71.08684539794922,15.800000190734863,328084.03125,4689322.5,19,T,5
1665533288.1118803,490,1665461288,0,GPS1_Frame,42.33717346191406,-71.08685302734375,15.600000381469727,328083.6875,4689322.5,19,T,5
1665533289.1028335,491,1665461289,0,GPS1_Frame,42.33717346191406,-71.08685302734375,15.699999809265137,328083.3125,4689322.5,19,T,5
1665533290.100542,492,1665461290,0,GPS1_Frame,42.33717346191406,-71.08686065673828,15.800000190734863,328082.90625,4689322.5,19,T,5
1665533291.1026297,493,1665461291,0,GPS1_Frame,42.33717346191406,-71.08686828613281,15.800000190734863,328082.4375,4689322.5,19,T,5
1665533292.1080296,494,1665461292,0,GPS1_Frame,42.33717727661133,-71.08686828613281,15.800000190734863,328082.125,4689323.0,19,T,5
1665533293.0928197,495,1665461293,0,GPS1_Frame,42.33717727661133,-71.08687591552734,15.800000190734863,328081.71875,4689323.0,19,T,5
1665533294.1053536,496,1665461294,0,GPS1_Frame,42.337181091308594,-71.08688354492188,15.800000190734863,328081.375,4689323.5,19,T,5
1665533295.093001,497,1665461295,0,GPS1_Frame,42.33718490600586,-71.08688354492188,15.699999809265137,328081.09375,4689323.5,19,T,5
1665533296.100095,498,1665461296,0,GPS1_Frame,42.337188720703125,-71.08688354492188,15.699999809265137,328080.96875,4689324.0,19,T,5
1665533297.094283,499,1665461297,0,GPS1_Frame,42.33719253540039,-71.08688354492188,15.699999809265137,328080.90625,4689324.5,19,T,5
1665533298.0979593,500,1665461298,0,GPS1_Frame,42.337196350097656,-71.0868911743164,15.699999809265137,328080.6875,4689325.0,19,T,5
1665533299.1002138,501,1665461299,0,GPS1_Frame,42.33720016479492,-71.0868911743164,15.600000381469727,328080.5,4689325.5,19,T,5
1665533300.1062973,502,1665461300,0,GPS1_Frame,42.33720397949219,-71.0868911743164,15.600000381469727,328080.34375,4689326.0,19,T,5
1665533301.0948527,503,1665461301,0,GPS1_Frame,42.33720779418945,-71.0868911743164,15.600000381469727,328080.21875,4689326.0,19,T,5
1665533302.1003573,504,1665461302,0,GPS1_Frame,42.33721160888672,-71.0868911743164,15.5,328080.25,4689326.5,19,T,5
1665533303.097502,505,1665461303,0,GPS1_Frame,42.337215423583984,-71.08689880371094,15.600000381469727,328080.1875,4689327.0,19,T,5
1665533304.091443,506,1665461304,0,GPS1_Frame,42.33721923828125,-71.08689880371094,15.600000381469727,328080.1875,4689327.5,19,T,5
1665533305.096522,507,1665461305,0,GPS1_Frame,42.337223052978516,-71.0868911743164,15.600000381469727,328080.28125,4689328.0,19,T,5
1665533306.0999155,508,1665461306,0,GPS1_Frame,42.33722686767578,-71.0868911743164,15.5,328080.3125,4689328.5,19,T,5
